ID_Reservasi,Rute,Tanggal,Tipe_Reservasi,Nama,No_HP,Jumlah_Penumpang,Waktu_Penjemputan,Alamat_Jemput,Kendaraan,Harga,Airlines_Code,Airlines_Company,Departure_Airport,Arrival_Airport,Durasi,Alamat_Antar
KR-0502,SURABAYA-MALANG,05-03-2025,charter_harian,Wirda Prabowo,08240814996,5,21:04,"Jl. Jalan Ahmad Dahlan No. 34, SURABAYA",Z-1,1600000,,,,,6.0,"Jl. Jl. Cihampelas No. 243, MALANG"
KR-0503,MALANG-SURABAYA,02-05-2024,charter_harian,"Daruna Thamrin, M.Farm",08701302341,1,20:11,"Jl. Jl. Sukajadi No. 97, MALANG",R-1,1300000,,,,,5.0,"Jl. Jl. Stasiun Wonokromo No. 279, SURABAYA"
KR-0504,JUANDA-MALANG,10-01-2025,reguler,dr. Among Hidayanto,08348150177,5,09:18,"Jl. Gg. Monginsidi No. 26, JUANDA",H-2,950000,JT,Lion Air,Juanda International Airport,Malang International Airport,,
KR-0505,MALANG-JUANDA,16-12-2024,charter_drop,Rahmi Nugroho,08532747960,2,20:40,"Jl. Gang Rajiman No. 216, MALANG",R-1,495000,OD,Batik Air Malaysia/Malindo,Malang International Airport,Juanda International Airport,,
KR-0506,MALANG-SURABAYA,28-04-2024,charter_harian,Wakiman Prayoga,08153965178,2,15:56,"Jl. Jalan HOS. Cokroaminoto No. 77, MALANG",Z-1,1200000,,,,,6.0,"Jl. Jalan Sukabumi No. 278, SURABAYA"
KR-0507,MALANG-JUANDA,02-03-2024,reguler,Jane Andriani,08166119905,2,12:10,"Jl. Gang Lembong No. 126, MALANG",Z-1,360000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0508,SURABAYA-MALANG,12-11-2025,charter_harian,Rama Dongoran,08658859035,1,00:03,"Jl. Jalan Rajawali Barat No. 55, SURABAYA",S-2,1500000,,,,,1.0,"Jl. Gg. Veteran No. 255, MALANG"
KR-0509,MALANG-SURABAYA,29-12-2024,charter_harian,Sarah Hidayanto,08495344364,9,05:10,"Jl. Jl. Setiabudhi No. 54, MALANG",H-2,650000,,,,,3.0,"Jl. Jl. Laswi No. 216, SURABAYA"
KR-0510,MALANG-SURABAYA,11-01-2024,charter_harian,Zamira Winarsih,08680254850,9,09:55,"Jl. Gg. Joyoboyo No. 67, MALANG",R-1,1200000,,,,,8.0,"Jl. Jalan Sentot Alibasa No. 173, SURABAYA"
KR-0511,SURABAYA-MALANG,25-03-2025,charter_harian,"Syahrini Sihombing, S.Pt",08435239321,2,10:38,"Jl. Jl. Jend. A. Yani No. 21, SURABAYA",Z-1,1800000,,,,,3.0,"Jl. Jalan Pasir Koja No. 74, MALANG"
KR-0512,MALANG-JUANDA,12-05-2025,reguler,Betania Prastuti,08513124059,7,13:37,"Jl. Jl. Tebet Barat Dalam No. 29, MALANG",H-2,1360000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0513,MALANG-SURABAYA,30-06-2024,charter_harian,"Dr. Raisa Maheswara, M.Pd",08994106655,6,08:48,"Jl. Jalan H.J Maemunah No. 177, MALANG",Z-1,1000000,,,,,5.0,"Jl. Jl. Antapani Lama No. 279, SURABAYA"
KR-0514,MALANG-SURABAYA,23-04-2025,charter_harian,Icha Wacana,08353738037,9,01:57,"Jl. Jl. Rajiman No. 120, MALANG",V-52,1800000,,,,,6.0,"Jl. Jalan Siliwangi No. 168, SURABAYA"
KR-0515,SURABAYA-MALANG,16-01-2025,charter_harian,Heru Iswahyudi,08694167310,6,09:53,"Jl. Jalan Rawamangun No. 31, SURABAYA",R-1,1800000,,,,,4.0,"Jl. Jalan Laswi No. 269, MALANG"
KR-0516,JUANDA-MALANG,10-10-2024,charter_drop,"Dr. Jinawi Mustofa, M.M.",08131935682,8,01:18,"Jl. Jl. BKR No. 296, JUANDA",Z-1,545000,SJ,Sriwijaya Air,Juanda International Airport,Malang International Airport,,
KR-0517,SURABAYA-MALANG,03-09-2025,charter_harian,"Ir. Rika Yolanda, S.Kom",08529869449,4,08:33,"Jl. Gang Surapati No. 279, SURABAYA",H-2,1000000,,,,,6.0,"Jl. Gang M.H Thamrin No. 43, MALANG"
KR-0518,MALANG-JUANDA,23-09-2025,reguler,"Karsana Pertiwi, S.Gz",08211122372,5,00:45,"Jl. Gang Pasir Koja No. 4, MALANG",Z-1,950000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0519,JUANDA-MALANG,29-01-2025,charter_drop,"Atma Prasetya, S.Pt",08833472123,5,07:21,"Jl. Gg. Kapten Muslihat No. 68, JUANDA",H-2,470000,JT,Lion Air,Juanda International Airport,Malang International Airport,,
KR-0520,MALANG-SURABAYA,13-03-2025,charter_harian,Gandi Tarihoran,08704692064,9,00:00,"Jl. Jalan R.E Martadinata No. 223, MALANG",H-2,1200000,,,,,3.0,"Jl. Jalan Astana Anyar No. 29, SURABAYA"
KR-0521,MALANG-SURABAYA,10-06-2024,charter_harian,"KH. Indra Iswahyudi, S.Pd",08212772803,7,06:11,"Jl. Gg. Pacuan Kuda No. 224, MALANG",Z-1,650000,,,,,7.0,"Jl. Gg. Moch. Ramdan No. 110, SURABAYA"
KR-0522,JUANDA-MALANG,05-08-2024,charter_drop,"Ridwan Wacana, S.E.",08170272722,3,16:56,"Jl. Gang Jayawijaya No. 212, JUANDA",H-2,420000,SJ,Sriwijaya Air,Juanda International Airport,Malang International Airport,,
KR-0523,MALANG-SURABAYA,04-02-2025,charter_harian,Arsipatra Hastuti,08677282865,8,17:23,"Jl. Gang Rajiman No. 6, MALANG",Z-1,1200000,,,,,7.0,"Jl. Jl. Gegerkalong Hilir No. 40, SURABAYA"
KR-0524,MALANG-JUANDA,04-05-2025,reguler,Silvia Setiawan,08491498740,4,22:33,"Jl. Jl. Wonoayu No. 255, MALANG",V-52,895000,OD,Batik Air Malaysia/Malindo,Malang International Airport,Juanda International Airport,,
KR-0525,MALANG-SURABAYA,04-12-2024,charter_harian,Zahra Salahudin,08672613862,1,20:19,"Jl. Gang Kebonjati No. 44, MALANG",H-2,1300000,,,,,7.0,"Jl. Gg. HOS. Cokroaminoto No. 216, SURABAYA"
KR-0526,SURABAYA-MALANG,08-08-2025,charter_harian,"R.A. Mila Maheswara, S.Psi",08575365670,1,01:27,"Jl. Jalan Suniaraja No. 206, SURABAYA",Z-1,650000,,,,,7.0,"Jl. Jl. Ahmad Yani No. 66, MALANG"
KR-0527,MALANG-SURABAYA,18-05-2025,charter_harian,Sutan Yahya Pranowo,08650340084,4,00:09,"Jl. Jalan Astana Anyar No. 147, MALANG",Z-1,1800000,,,,,10.0,"Jl. Gg. M.T Haryono No. 251, SURABAYA"
KR-0528,MALANG-JUANDA,05-10-2024,reguler,Rahmi Wastuti,08758212035,7,02:54,"Jl. Gg. Rajawali Timur No. 142, MALANG",V-52,1360000,SJ,Sriwijaya Air,Malang International Airport,Juanda International Airport,,
KR-0529,JUANDA-MALANG,07-08-2024,charter_drop,Dinda Gunarto,08838113375,8,21:46,"Jl. Jalan S. Parman No. 262, JUANDA",H-2,645000,JT,Lion Air,Juanda International Airport,Malang International Airport,,
KR-0530,MALANG-JUANDA,18-12-2025,charter_drop,Drs. Julia Wibisono,08061824538,2,21:58,"Jl. Gang Raya Setiabudhi No. 24, MALANG",Z-1,495000,SJ,Sriwijaya Air,Malang International Airport,Juanda International Airport,,
KR-0531,MALANG-JUANDA,04-09-2024,charter_drop,Jelita Simanjuntak,08371088119,4,05:35,"Jl. Gg. Ciwastra No. 163, MALANG",Z-1,445000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0532,JUANDA-MALANG,14-08-2025,reguler,Usyi Uwais,08435635675,7,15:21,"Jl. Jl. KH Amin Jasuta No. 191, JUANDA",H-2,1360000,AK,AirAsia,Juanda International Airport,Malang International Airport,,
KR-0533,MALANG-JUANDA,14-10-2025,reguler,Tgk. Unjani Winarsih,08438421573,10,05:16,"Jl. Jalan BKR No. 61, MALANG",H-2,1975000,AK,AirAsia,Malang International Airport,Juanda International Airport,,
KR-0534,JUANDA-MALANG,13-04-2025,charter_drop,"Ifa Suartini, M.Kom.",08286774780,1,20:01,"Jl. Gg. Ahmad Yani No. 116, JUANDA",H-2,495000,ID,Batik Air,Juanda International Airport,Malang International Airport,,
KR-0535,SURABAYA-MALANG,14-01-2025,charter_harian,Wage Kusumo,08975488346,7,03:04,"Jl. Gg. Astana Anyar No. 79, SURABAYA",H-2,1500000,,,,,3.0,"Jl. Jalan Dr. Djunjunan No. 22, MALANG"
KR-0536,MALANG-JUANDA,07-07-2025,charter_drop,Pia Aryani,08266265442,10,02:59,"Jl. Jalan Rajawali Barat No. 4, MALANG",H-2,595000,QG,Citilink,Malang International Airport,Juanda International Airport,,
KR-0537,MALANG-JUANDA,20-06-2024,charter_drop,Wardi Lazuardi,08868598215,5,20:48,"Jl. Jalan Gedebage Selatan No. 235, MALANG",H-2,570000,QG,Citilink,Malang International Airport,Juanda International Airport,,
KR-0538,SURABAYA-MALANG,27-04-2024,charter_harian,Cemani Uyainah,08571893495,4,09:30,"Jl. Gg. R.E Martadinata No. 36, SURABAYA",Z-1,1200000,,,,,8.0,"Jl. Gg. Monginsidi No. 46, MALANG"
KR-0539,SURABAYA-MALANG,06-06-2024,charter_harian,Mahdi Aryani,08758166702,7,06:12,"Jl. Gang Moch. Ramdan No. 151, SURABAYA",X-2,1800000,,,,,5.0,"Jl. Jalan Bangka Raya No. 118, MALANG"
KR-0540,MALANG-JUANDA,18-12-2025,reguler,"Harsana Hutagalung, S.E.I",08182312705,10,05:23,"Jl. Jl. Ronggowarsito No. 123, MALANG",Z-1,1975000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0541,MALANG-SURABAYA,24-09-2025,charter_harian,Putu Anggriawan,08903272017,4,17:17,"Jl. Gang Jend. A. Yani No. 216, MALANG",Z-1,1500000,,,,,6.0,"Jl. Jl. Indragiri No. 29, SURABAYA"
KR-0542,SURABAYA-MALANG,29-02-2024,charter_harian,Uli Prasetya,08655120218,9,02:49,"Jl. Gg. Gardujati No. 105, SURABAYA",V-51,1200000,,,,,2.0,"Jl. Gg. Kiaracondong No. 166, MALANG"
KR-0543,JUANDA-MALANG,25-10-2024,reguler,Patricia Agustina,08774975711,10,12:04,"Jl. Gang Suryakencana No. 123, JUANDA",H-2,1975000,AK,AirAsia,Juanda International Airport,Malang International Airport,,
KR-0544,MALANG-JUANDA,17-10-2025,reguler,Zalindra Prayoga,08775948399,10,17:05,"Jl. Jl. Cikapayang No. 84, MALANG",H-2,1975000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0545,JUANDA-MALANG,23-11-2024,charter_drop,Hairyanto Melani,08017600381,2,15:43,"Jl. Jalan M.H Thamrin No. 39, JUANDA",H-2,395000,QZ,AirAsia Indonesia,Juanda International Airport,Malang International Airport,,
KR-0546,MALANG-SURABAYA,16-04-2025,charter_harian,"Jarwadi Safitri, M.Ak",08945759871,1,05:41,"Jl. Gg. Gedebage Selatan No. 201, MALANG",Z-1,1200000,,,,,10.0,"Jl. Gg. Pasirkoja No. 289, SURABAYA"
KR-0547,MALANG-JUANDA,20-07-2024,charter_drop,Halima Mardhiyah,08781672566,8,17:09,"Jl. Jalan Waringin No. 206, MALANG",H-2,545000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0548,MALANG-JUANDA,16-10-2025,charter_drop,Vanesa Palastri,08929927594,8,18:13,"Jl. Gang Bangka Raya No. 233, MALANG",X-2,595000,ID,Batik Air,Malang International Airport,Juanda International Airport,,
KR-0549,MALANG-JUANDA,29-12-2025,charter_drop,dr. Paulin Pratiwi,08881372375,2,13:40,"Jl. Gang Peta No. 62, MALANG",X-2,395000,QG,Citilink,Malang International Airport,Juanda International Airport,,
KR-0550,MALANG-SURABAYA,28-09-2025,charter_harian,"Adhiarja Sihombing, S.Kom",08243607888,1,05:51,"Jl. Jl. Rajiman No. 91, MALANG",Z-1,1000000,,,,,2.0,"Jl. Gg. Rajawali Barat No. 221, SURABAYA"
KR-0551,MALANG-SURABAYA,07-06-2024,charter_harian,Elisa Wahyudin,08310928693,7,19:01,"Jl. Gang Moch. Toha No. 11, MALANG",H-2,1250000,,,,,2.0,"Jl. Jalan Ciumbuleuit No. 230, SURABAYA"
KR-0552,MALANG-SURABAYA,18-04-2025,charter_harian,"Ir. Ikin Rahimah, S.Gz",08009223243,9,01:08,"Jl. Jl. Surapati No. 114, MALANG",H-2,1500000,,,,,4.0,"Jl. Gang Cikapayang No. 197, SURABAYA"
KR-0553,SURABAYA-MALANG,27-08-2025,charter_harian,Clara Maulana,08294879527,2,22:10,"Jl. Jl. Rumah Sakit No. 285, SURABAYA",Z-1,1950000,,,,,8.0,"Jl. Gg. Jakarta No. 12, MALANG"
KR-0554,SURABAYA-MALANG,31-12-2024,charter_harian,Febi Pangestu,08670007996,3,15:37,"Jl. Jl. Siliwangi No. 113, SURABAYA",R-1,1200000,,,,,5.0,"Jl. Jalan Pasirkoja No. 147, MALANG"
KR-0555,MALANG-SURABAYA,03-03-2025,charter_harian,"Dr. Ajeng Zulaika, M.TI.",08880811890,6,23:46,"Jl. Jalan Ronggowarsito No. 31, MALANG",S-2,1350000,,,,,1.0,"Jl. Jalan Dipenogoro No. 5, SURABAYA"
KR-0556,MALANG-JUANDA,10-09-2025,reguler,"Dr. Maimunah Mansur, S.Kom",08475436149,4,23:31,"Jl. Gg. Ir. H. Djuanda No. 297, MALANG",Z-1,895000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0557,SURABAYA-MALANG,28-01-2024,charter_harian,"R.M. Maryadi Halim, S.I.Kom",08123470195,1,09:12,"Jl. Jl. Jakarta No. 47, SURABAYA",Z-1,1000000,,,,,5.0,"Jl. Jl. Yos Sudarso No. 92, MALANG"
KR-0558,JUANDA-MALANG,05-07-2025,reguler,R. Yance Setiawan,08752885173,10,11:07,"Jl. Jalan Jayawijaya No. 151, JUANDA",Z-1,1975000,QZ,AirAsia Indonesia,Juanda International Airport,Malang International Airport,,
KR-0559,MALANG-SURABAYA,26-11-2025,charter_harian,Almira Suryono,08448483666,3,17:19,"Jl. Jalan Surapati No. 104, MALANG",V-50,1500000,,,,,9.0,"Jl. Jalan Ahmad Dahlan No. 48, SURABAYA"
KR-0560,SURABAYA-MALANG,11-10-2025,charter_harian,Bagiya Samosir,08159160897,7,18:49,"Jl. Gg. Cikutra Barat No. 33, SURABAYA",H-2,1550000,,,,,3.0,"Jl. Jl. Suryakencana No. 73, MALANG"
KR-0561,SURABAYA-MALANG,01-02-2024,charter_harian,"Hj. Tari Aryani, M.TI.",08706554401,5,02:42,"Jl. Gang Pasirkoja No. 139, SURABAYA",Z-1,1800000,,,,,6.0,"Jl. Gg. Jamika No. 100, MALANG"
KR-0562,SURABAYA-MALANG,29-07-2024,charter_harian,Salsabila Pradipta,08843980715,10,16:48,"Jl. Gg. Ahmad Yani No. 157, SURABAYA",Z-1,1000000,,,,,2.0,"Jl. Jl. Sentot Alibasa No. 157, MALANG"
KR-0563,MALANG-JUANDA,18-06-2024,reguler,"Rini Halim, M.Ak",08139542419,4,03:27,"Jl. Jalan PHH. Mustofa No. 286, MALANG",Z-1,745000,AK,AirAsia,Malang International Airport,Juanda International Airport,,
KR-0564,MALANG-SURABAYA,01-07-2024,charter_harian,dr. Umi Januar,08566438219,9,19:45,"Jl. Gg. Moch. Toha No. 41, MALANG",Z-1,1050000,,,,,2.0,"Jl. Gg. HOS. Cokroaminoto No. 1, SURABAYA"
KR-0565,JUANDA-MALANG,25-09-2024,reguler,Almira Damanik,08016120695,10,19:37,"Jl. Jalan Cihampelas No. 82, JUANDA",H-2,2025000,ID,Batik Air,Juanda International Airport,Malang International Airport,,
KR-0566,MALANG-JUANDA,27-09-2025,reguler,Edi Sudiati,08099037262,7,13:11,"Jl. Jalan Cikapayang No. 161, MALANG",V-51,1360000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0567,SURABAYA-MALANG,29-03-2025,charter_harian,Drs. Putri Prasasta,08546270933,6,13:39,"Jl. Jl. HOS. Cokroaminoto No. 117, SURABAYA",V-52,1200000,,,,,5.0,"Jl. Jalan K.H. Wahid Hasyim No. 33, MALANG"
KR-0568,JUANDA-MALANG,02-07-2025,charter_drop,Purwa Hutasoit,08712490953,6,21:45,"Jl. Gang Kapten Muslihat No. 244, JUANDA",Z-1,595000,QZ,AirAsia Indonesia,Juanda International Airport,Malang International Airport,,
KR-0569,SURABAYA-MALANG,04-07-2024,charter_harian,Caraka Rahmawati,08430467701,10,03:14,"Jl. Gang Kiaracondong No. 65, SURABAYA",H-2,1200000,,,,,6.0,"Jl. Gg. Sentot Alibasa No. 51, MALANG"
KR-0570,MALANG-JUANDA,20-06-2025,reguler,Maras Simbolon,08005914350,1,20:38,"Jl. Gang Lembong No. 51, MALANG",H-2,280000,OD,Batik Air Malaysia/Malindo,Malang International Airport,Juanda International Airport,,
KR-0571,MALANG-SURABAYA,03-08-2024,charter_harian,Maya Suryono,08896742714,5,13:00,"Jl. Jl. Kendalsari No. 273, MALANG",R-1,1200000,,,,,2.0,"Jl. Jl. Medokan Ayu No. 88, SURABAYA"
KR-0572,SURABAYA-MALANG,02-12-2024,charter_harian,drg. Wulan Putra,08783227200,5,16:05,"Jl. Gang KH Amin Jasuta No. 140, SURABAYA",R-1,1200000,,,,,1.0,"Jl. Gg. BKR No. 299, MALANG"
KR-0573,JUANDA-MALANG,02-10-2024,charter_drop,"R.M. Rosman Pangestu, M.Ak",08010009216,6,21:20,"Jl. Jl. Tubagus Ismail No. 236, JUANDA",Z-1,595000,QZ,AirAsia Indonesia,Juanda International Airport,Malang International Airport,,
KR-0574,MALANG-JUANDA,14-07-2025,reguler,Martaka Sihotang,08266420635,4,23:35,"Jl. Gg. Kutisari Selatan No. 152, MALANG",H-2,895000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0575,MALANG-JUANDA,06-06-2025,reguler,Cakrawala Sudiati,08173153118,7,09:35,"Jl. Gg. Setiabudhi No. 91, MALANG",Z-1,1360000,ID,Batik Air,Malang International Airport,Juanda International Airport,,
KR-0576,MALANG-SURABAYA,14-07-2024,charter_harian,"Cut Restu Damanik, S.Ked",08219993400,9,18:01,"Jl. Jalan Joyoboyo No. 102, MALANG",H-2,1050000,,,,,3.0,"Jl. Gang Merdeka No. 68, SURABAYA"
KR-0577,SURABAYA-MALANG,10-06-2024,charter_harian,Luis Yolanda,08998081027,6,20:39,"Jl. Gg. Kutisari Selatan No. 263, SURABAYA",Z-1,1300000,,,,,3.0,"Jl. Jalan K.H. Wahid Hasyim No. 25, MALANG"
KR-0578,MALANG-JUANDA,06-12-2024,charter_drop,Anita Utami,08217129747,9,20:42,"Jl. Gang Astana Anyar No. 33, MALANG",X-2,670000,SJ,Sriwijaya Air,Malang International Airport,Juanda International Airport,,
KR-0579,MALANG-SURABAYA,01-09-2025,charter_harian,R. Baktiono Dabukke,08927751743,8,10:27,"Jl. Jalan Indragiri No. 76, MALANG",H-2,650000,,,,,8.0,"Jl. Gang Dr. Djunjunan No. 205, SURABAYA"
KR-0580,SURABAYA-MALANG,08-06-2025,charter_harian,Gatra Nababan,08439161299,2,18:46,"Jl. Jl. Cempaka No. 155, SURABAYA",Z-1,700000,,,,,10.0,"Jl. Gg. Jend. A. Yani No. 136, MALANG"
KR-0581,SURABAYA-MALANG,23-09-2024,charter_harian,Violet Mangunsong,08698577862,8,12:34,"Jl. Jalan Suryakencana No. 97, SURABAYA",H-2,1200000,,,,,9.0,"Jl. Jalan Cikapayang No. 179, MALANG"
KR-0582,MALANG-JUANDA,27-04-2024,charter_drop,Kayla Rahimah,08301218902,6,18:41,"Jl. Jalan Soekarno Hatta No. 164, MALANG",H-2,545000,QG,Citilink,Malang International Airport,Juanda International Airport,,
KR-0583,MALANG-SURABAYA,26-11-2024,charter_harian,Dr. Pangeran Gunawan,08201087669,3,06:10,"Jl. Gg. Kapten Muslihat No. 114, MALANG",Z-1,1200000,,,,,10.0,"Jl. Jl. Jend. Sudirman No. 34, SURABAYA"
KR-0584,SURABAYA-MALANG,24-09-2024,charter_harian,"Tina Pratiwi, S.Pd",08826249325,7,16:17,"Jl. Gang Kapten Muslihat No. 146, SURABAYA",Z-1,1000000,,,,,8.0,"Jl. Gg. Astana Anyar No. 213, MALANG"
KR-0585,SURABAYA-MALANG,04-11-2025,charter_harian,Warsa Nashiruddin,08902321440,6,13:21,"Jl. Jl. Pasirkoja No. 74, SURABAYA",Z-1,1000000,,,,,1.0,"Jl. Gg. Tubagus Ismail No. 21, MALANG"
KR-0586,MALANG-SURABAYA,15-03-2025,charter_harian,"Dt. Kariman Pranowo, M.Pd",08542027521,7,06:00,"Jl. Gang Rajawali Barat No. 75, MALANG",R-1,650000,,,,,6.0,"Jl. Gang Jend. A. Yani No. 34, SURABAYA"
KR-0587,MALANG-SURABAYA,05-04-2025,charter_harian,Karimah Pradipta,08611168495,6,03:15,"Jl. Jalan M.H Thamrin No. 224, MALANG",H-2,1800000,,,,,3.0,"Jl. Jl. Rajawali Barat No. 248, SURABAYA"
KR-0588,MALANG-JUANDA,25-05-2024,reguler,Eka Dabukke,08255231527,3,23:38,"Jl. Gg. Setiabudhi No. 106, MALANG",R-1,690000,QZ,AirAsia Indonesia,Malang International Airport,Juanda International Airport,,
KR-0589,JUANDA-MALANG,06-02-2024,reguler,Farah Rahimah,08492415504,9,19:16,"Jl. Jl. Setiabudhi No. 58, JUANDA",X-2,1820000,JT,Lion Air,Juanda International Airport,Malang International Airport,,
KR-0590,MALANG-JUANDA,14-09-2025,reguler,Tira Pudjiastuti,08816609623,4,22:45,"Jl. Jalan Gardujati No. 12, MALANG",R-1,895000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0591,SURABAYA-MALANG,20-10-2025,charter_harian,Hamima Palastri,08319016475,7,12:29,"Jl. Jl. K.H. Wahid Hasyim No. 273, SURABAYA",R-1,1200000,,,,,5.0,"Jl. Gang Antapani Lama No. 197, MALANG"
KR-0592,MALANG-SURABAYA,16-07-2024,charter_harian,Carub Oktaviani,08049656655,1,07:15,"Jl. Jalan Lembong No. 78, MALANG",H-2,650000,,,,,4.0,"Jl. Gg. Tubagus Ismail No. 242, SURABAYA"
KR-0593,MALANG-JUANDA,24-12-2025,reguler,R.A. Paris Siregar,08884535724,6,02:18,"Jl. Gg. Dr. Djunjunan No. 159, MALANG",Z-1,1155000,JT,Lion Air,Malang International Airport,Juanda International Airport,,
KR-0594,SURABAYA-MALANG,10-01-2025,charter_harian,"Zamira Kuswoyo, S.E.I",08764395897,9,04:39,"Jl. Gg. Kutai No. 100, SURABAYA",Z-1,1000000,,,,,1.0,"Jl. Gg. Medokan Ayu No. 72, MALANG"
KR-0595,JUANDA-MALANG,09-12-2024,reguler,"Karna Budiyanto, M.TI.",08739309990,2,06:03,"Jl. Gang Rajawali Barat No. 59, JUANDA",Z-1,360000,ID,Batik Air,Juanda International Airport,Malang International Airport,,
KR-0596,SURABAYA-MALANG,24-05-2024,charter_harian,"H. Ajimin Yolanda, S.Ked",08463979491,7,12:43,"Jl. Jalan Kendalsari No. 15, SURABAYA",V-50,1000000,,,,,4.0,"Jl. Jalan Cikutra Barat No. 54, MALANG"
KR-0597,JUANDA-MALANG,12-09-2025,charter_drop,Kezia Farida,08905412925,2,10:31,"Jl. Jl. Moch. Ramdan No. 5, JUANDA",H-2,395000,ID,Batik Air,Juanda International Airport,Malang International Airport,,
KR-0598,JUANDA-MALANG,08-08-2024,reguler,Tgk. Ratih Namaga,08722572062,4,08:17,"Jl. Gang Indragiri No. 180, JUANDA",H-2,745000,SJ,Sriwijaya Air,Juanda International Airport,Malang International Airport,,
KR-0599,MALANG-SURABAYA,29-11-2024,charter_harian,Anom Halimah,08892686525,7,09:40,"Jl. Gang Pasir Koja No. 79, MALANG",Z-1,650000,,,,,9.0,"Jl. Jl. Setiabudhi No. 68, SURABAYA"
KR-0600,SURABAYA-MALANG,13-07-2024,charter_harian,Eman Hardiansyah,08864636335,10,15:55,"Jl. Jl. Otto Iskandardinata No. 185, SURABAYA",Z-1,1200000,,,,,5.0,"Jl. Jalan Cempaka No. 202, MALANG"
KR-0601,MALANG-SURABAYA,20-06-2024,charter_harian,Safina Sirait,08016385911,3,06:13,"Jl. Jl. Raya Ujungberung No. 38, MALANG",Z-1,1200000,,,,,6.0,"Jl. Jalan W.R. Supratman No. 295, SURABAYA"
KR-0602,MALANG-JUANDA,26-06-2024,charter_drop,"dr. Aurora Mahendra, M.M.",08662390563,8,00:43,"Jl. Gang Jend. Sudirman No. 145, MALANG",H-2,545000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0603,SURABAYA-MALANG,03-07-2024,charter_harian,Oman Prabowo,08270171011,6,15:23,"Jl. Gang Stasiun Wonokromo No. 75, SURABAYA",R-1,1200000,,,,,1.0,"Jl. Jl. Kutisari Selatan No. 186, MALANG"
KR-0604,MALANG-SURABAYA,26-04-2024,charter_harian,R. Yuliana Thamrin,08722053084,10,10:29,"Jl. Jalan Ciwastra No. 131, MALANG",X-2,1000000,,,,,6.0,"Jl. Gang Joyoboyo No. 109, SURABAYA"
KR-0605,MALANG-SURABAYA,17-04-2025,charter_harian,Putri Megantara,08477853998,2,13:27,"Jl. Jl. Ciwastra No. 182, MALANG",Z-1,1500000,,,,,3.0,"Jl. Gang Cihampelas No. 254, SURABAYA"
KR-0606,SURABAYA-MALANG,15-04-2025,charter_harian,Samiah Iswahyudi,08088044730,2,04:53,"Jl. Jl. S. Parman No. 227, SURABAYA",S-2,1200000,,,,,7.0,"Jl. Jalan Jamika No. 16, MALANG"
KR-0607,JUANDA-MALANG,24-10-2024,reguler,"Tgk. Ganjaran Zulaika, S.T.",08847526273,5,09:24,"Jl. Gang Rajiman No. 209, JUANDA",H-2,950000,OD,Batik Air Malaysia/Malindo,Juanda International Airport,Malang International Airport,,
KR-0608,SURABAYA-MALANG,01-10-2024,charter_harian,"Asmuni Hutagalung, S.Pd",08017536489,2,18:00,"Jl. Jl. Dipenogoro No. 124, SURABAYA",R-1,1550000,,,,,4.0,"Jl. Gg. Rumah Sakit No. 201, MALANG"
KR-0609,MALANG-JUANDA,05-08-2024,reguler,Talia Padmasari,08460174652,10,16:16,"Jl. Gg. Raya Ujungberung No. 227, MALANG",H-2,1975000,GA,Garuda Indonesia,Malang International Airport,Juanda International Airport,,
KR-0610,SURABAYA-MALANG,06-03-2025,charter_harian,Tomi Iswahyudi,08611125987,5,16:21,"Jl. Gang Tebet Barat Dalam No. 194, SURABAYA",R-1,650000,,,,,9.0,"Jl. Gang K.H. Wahid Hasyim No. 91, MALANG"
KR-0611,JUANDA-MALANG,08-12-2025,charter_drop,R. Sari Kuswoyo,08016746467,3,18:28,"Jl. Jalan Pelajar Pejuang No. 235, JUANDA",X-2,470000,AK,AirAsia,Juanda International Airport,Malang International Airport,,
KR-0612,MALANG-SURABAYA,13-04-2024,charter_harian,"R.A. Shania Sirait, S.I.Kom",08679777942,5,10:45,"Jl. Jalan H.J Maemunah No. 116, MALANG",H-2,1500000,,,,,9.0,"Jl. Jalan Ciwastra No. 49, SURABAYA"
KR-0613,SURABAYA-MALANG,14-02-2024,charter_harian,Zaenab Mulyani,08385030365,7,08:22,"Jl. Jl. Laswi No. 146, SURABAYA",H-2,1000000,,,,,7.0,"Jl. Jl. Pasteur No. 85, MALANG"
KR-0614,JUANDA-MALANG,27-07-2025,charter_drop,Gilda Sihombing,08680086975,6,04:42,"Jl. Jalan Kebonjati No. 23, JUANDA",Z-1,495000,OD,Batik Air Malaysia/Malindo,Juanda International Airport,Malang International Airport,,
